LOCATION,SUBURB,Reason Code,Audit Date,ADDRESS,lon,lat,type,loctype,address,north,south,east,west
Shell Road,Ocean Grove,ABC,May-21,"Shell Road, Ocean Grove, Australia",144.5567901,-38.2606344,route,geometric_center,"shell rd, ocean grove vic 3226, australia",-38.25746279999997,-38.26782680000003,144.5801619,144.5356643
Shell Road,Point Lonsdale,ABC,May-21,"Shell Road, Point Lonsdale, Australia",144.5950267,-38.2650417,route,geometric_center,"shell rd, point lonsdale vic 3225, australia",-38.26456309999998,-38.27247990000003,144.6135435,144.5722549
Sherbourne Road,Montmorency,C,Apr-22,"Sherbourne Road, Montmorency, Australia",145.129216,-37.7108494,route,geometric_center,"sherbourne rd, montmorency vic 3094, australia",-37.70946419999998,-37.71808260000002,145.1378119,145.1140222
Shrives Road,Narre Warren,B,Mar-22,"Shrives Road, Narre Warren, Australia",145.2932593,-38.031677,route,geometric_center,"shrives rd, narre warren vic 3805, australia",-38.02639759999997,-38.03188450000003,145.3037296,145.284778
Simpsons Road,Eaglehawk,BCD,Apr-22,"Simpsons Road, Eaglehawk, Australia",144.2784582,-36.7041651,route,geometric_center,"simpsons rd, eaglehawk vic 3556, australia",-36.68560159999998,-36.71561220000002,144.3034063,144.250143
Sixteenth Street,Mildura South,AC,Jul-21,"Sixteenth Street, Mildura South, Australia",142.1456353,-34.231925,route,geometric_center,"sixteenth st, mildura vic 3500, australia",-34.20303739999997,-34.26359150000003,142.1808843,142.1110807
Sixteenth Street,Irymple,BC,Jul-21,"Sixteenth Street, Irymple, Australia",142.1485609,-34.2343801,route,geometric_center,"sixteenth st, irymple vic 3498, australia",-34.20713529999997,-34.26359150000003,142.1808843,142.1159825
Skene Street,Warrnambool,C,Nov-21,"Skene Street, Warrnambool, Australia",142.4935329,-38.3826555,route,geometric_center,"skene st, warrnambool vic 3280, australia",-38.3799763,-38.3854149,142.4985227,142.4885244
Skye Road,Frankston,ABC,Jan-22,"Skye Road, Frankston, Australia",145.1533648,-38.1360257,route,geometric_center,"skye rd, frankston vic 3199, australia",-38.12848919999997,-38.14149340000003,145.1735918,145.1318316
Sladen Street,Cranbourne,BC,Mar-22,"Sladen Street, Cranbourne, Australia",145.2774531,-38.1122939,route,geometric_center,"sladen st, cranbourne vic 3977, australia",-38.1093921,-38.1156672,145.2901604,145.2645969
Smithfield Road,Kensington,ABC,May-22,"Smithfield Road, Kensington, Australia",144.9198695,-37.7912085,route,geometric_center,"smithfield rd, kensington vic 3031, australia",-37.78762629999997,-37.79404360000003,144.9252803,144.9151568
Sneydes Road,Werribee,BC,Sep-21,"Sneydes Road, Werribee, Australia",144.6973535,-37.8974657,route,geometric_center,"sneydes rd, werribee vic 3030, australia",-37.89595279999997,-37.89875720000003,144.7194409,144.6752284
Soldiers Road,Clyde North,ABCD,Mar-22,"Soldiers Road, Clyde North, Australia",145.3624733,-38.0836835,route,geometric_center,"soldiers rd, clyde north vic 3978, australia",-38.075684199999984,-38.09377730000003,145.3701448,145.3613518
Somerton Park Road,Sale,C,Jan-22,"Somerton Park Road, Sale, Australia",147.0973977,-38.0976286,route,geometric_center,"somerton park rd, sale vic 3850, australia",-38.07159829999998,-38.12215730000003,147.1026256,147.0919657
Somerton Road,Greenvale,ABC,Apr-22,"Somerton Road, Greenvale, Australia",144.8739226,-37.6338571,route,geometric_center,"somerton rd, greenvale vic 3059, australia",-37.62927089999997,-37.63900150000003,144.9156264,144.8339835
Somerton Road,Bulla,AC,Apr-22,"Somerton Road, Bulla, Australia",144.8261619,-37.6284219,route,geometric_center,"somerton rd, bulla vic 3428, australia",-37.6272320197085,-37.6299299802915,144.83688,144.8184303
Somerville  Road,Yarraville,BC,Jan-22,"Somerville  Road, Yarraville, Australia",144.8829284,-37.8127675,route,geometric_center,"somerville rd, yarraville vic 3013, australia",-37.80983059999997,-37.81519120000003,144.904252,144.8573262
Somerville Road,Yarraville,BCD,Jan-22,"Somerville Road, Yarraville, Australia",144.8829284,-37.8127675,route,geometric_center,"somerville rd, yarraville vic 3013, australia",-37.80983059999997,-37.81519120000003,144.904252,144.8573262
South Boundary Road,Hamilton,BC,Apr-22,"South Boundary Road, Hamilton, Australia",142.0103757,-37.7577832,route,geometric_center,"s boundary rd, hamilton vic 3300, australia",-37.7534635,-37.7639147,142.0321348,141.9871247
South Gippsland Highway,Bena,A,T,"South Gippsland Highway, Bena, Australia",145.7606354,-38.4052202,route,geometric_center,"s gippsland hwy, bena vic 3946, australia",-38.38765179999997,-38.41836280000003,145.7864045,145.7455126
South Gippsland Highway,Clyde,ABCD,Mar-22,"South Gippsland Highway, Clyde, Australia",145.323028,-38.1644405,route,geometric_center,"s gippsland hwy, clyde vic 3978, australia",-38.14085039999998,-38.18404660000002,145.3423004,145.3070533
South Gippsland Highway,Cranbourne East,ABCD,Mar-22,"South Gippsland Highway, Cranbourne East, Australia",145.2956206,-38.1324622,route,geometric_center,"s gippsland hwy, cranbourne east vic 3977, australia",-38.11984859999998,-38.14130580000002,145.307756,145.2876872
South Gippsland Highway,Devon Meadows,ABCD,Mar-22,"South Gippsland Highway, Devon Meadows, Australia",145.3254127,-38.1664168,route,geometric_center,"s gippsland hwy, devon meadows vic 3977, australia",-38.13632839999996,-38.19382120000002,145.3515102,145.3007268
South Gippsland Highway,Yarram,AC,Jan-22,"South Gippsland Highway, Yarram, Australia",146.7514703,-38.5532269,route,geometric_center,"s gippsland hwy, yarram vic 3971, australia",-38.54638669999999,-38.60741840000002,146.8279116,146.6649958
South Gippsland Highway,Lang Lang,AC,Apr-22,"South Gippsland Highway, Lang Lang, Australia",145.5596963,-38.2975554,route,geometric_center,"s gippsland hwy, lang lang vic 3984, australia",-38.23443759999998,-38.34374700000003,145.6391598,145.5127545
South Gippsland Highway,Tooradin,BC,Mar-22,"South Gippsland Highway, Tooradin, Australia",145.3760841,-38.2080809,route,geometric_center,"s gippsland hwy, tooradin vic 3980, australia",-38.18323039999998,-38.21803830000002,145.4308978,145.3419111
South Gippsland Highway,Ruby,C,T,"South Gippsland Highway, Ruby, Australia",145.9103112,-38.4485925,route,geometric_center,"s gippsland hwy, ruby vic 3953, australia",-38.44692549999998,-38.46141660000004,145.9332311,145.8877801
South Gippsland Highway,Welshpool,C,T,"South Gippsland Highway, Welshpool, Australia",146.4423782,-38.6644043,route,geometric_center,"s gippsland hwy, welshpool vic 3966, australia",-38.64151649999997,-38.67072170000002,146.4888429,146.3886216
South Gippsland Highway,Alberton,C,Jan-22,"South Gippsland Highway, Alberton, Australia",146.6650435,-38.6070126,route,geometric_center,"s gippsland hwy, alberton vic 3971, australia",-38.57984279999998,-38.62819650000003,146.6724208,146.6117465
South Gippsland Highway,Hedley,C,Jan-22,"South Gippsland Highway, Hedley, Australia",146.5554091,-38.6323878,route,geometric_center,"s gippsland hwy, hedley vic 3967, australia",-38.62360029999998,-38.65297580000003,146.6527323,146.4636623
South Gippsland Highway,Longford,C,Jan-22,"South Gippsland Highway, Longford, Australia",147.0545963,-38.2379134,route,geometric_center,"s gippsland hwy, longford vic 3851, australia",-38.13881059999998,-38.33645220000002,147.0881501,147.0120202
South Gippsland Highway,Stradbroke,C,Jan-22,"South Gippsland Highway, Stradbroke, Australia",147.0359456,-38.2777184,route,geometric_center,"s gippsland hwy, stradbroke vic 3851, australia",-38.20949329999998,-38.34646910000002,147.0672577,147.0013185
South Gippsland Highway,Five Ways,C,Mar-22,"South Gippsland Highway, Five Ways, Australia",145.9270771,-38.450956,route,geometric_center,"s gippsland hwy, victoria, australia",-37.9948833,-38.7048934,147.1013188,145.2259207
South Road,Moorabbin,ABC,May-22,"South Road, Moorabbin, Australia",145.0568041,-37.9357618,route,geometric_center,"south rd, moorabbin vic 3189, australia",-37.93292549999997,-37.93880970000003,145.079766,145.0341807
South Road,Hampton,AC,May-22,"South Road, Hampton, Australia",145.0100999,-37.9301135,route,geometric_center,"south rd, hampton vic 3188, australia",-37.92854899999997,-37.93199920000003,145.0257803,144.9979933
South Street,Hadfield,BC,Apr-22,"South Street, Hadfield, Australia",144.9452434,-37.7148686,route,geometric_center,"south st, hadfield vic 3046, australia",-37.7134971197085,-37.7161950802915,144.9520912,144.937101
Southern Road,Heidelberg Heights,C,Apr-22,"Southern Road, Heidelberg Heights, Australia",145.0528836,-37.7426214,route,geometric_center,"southern rd, heidelberg heights vic 3081, australia",-37.74127481970851,-37.7439727802915,145.0585852,145.0457518
Specimen Hill Road,Golden Square,CD,Apr-22,"Specimen Hill Road, Golden Square, Australia",144.2486143,-36.7660043,route,geometric_center,"specimen hill rd, golden square vic 3555, australia",-36.7595289,-36.7724822,144.2511226,144.244299
Spencer Street,Melbourne,ABCD,May-22,"Spencer Street, Melbourne, Australia",144.952173,-37.8149251,route,geometric_center,"spencer st, melbourne vic, australia",-37.8030529,-37.82618069999999,144.9584302,144.9419122
Spring Gully Road,Spring Gully,ABCD,Apr-22,"Spring Gully Road, Spring Gully, Australia",144.2847862,-36.7911731,route,geometric_center,"spring gully rd, spring gully vic 3550, australia",-36.78703589999998,-36.79873750000003,144.2873229,144.2844493
Spring Road,Dingley Village,C,May-22,"Spring Road, Dingley Village, Australia",145.1348612,-37.9769431,route,geometric_center,"spring rd, dingley village vic 3172, australia",-37.96229609999997,-37.98637000000002,145.1463242,145.1330642
Spring Road,Springvale South,CD,Nov-21,"Spring Road, Springvale South, Australia",145.1376686,-37.9685335,route,geometric_center,"spring rd, springvale south vic 3172, australia",-37.96176139999997,-37.98132660000002,145.1470469,145.1330642
Spring Street,Preston,ABCD,Apr-22,"Spring Street, Preston, Australia",145.0004699,-37.7307092,route,geometric_center,"spring st, preston vic 3072, australia",-37.72802519999998,-37.73757010000002,145.0014713802915,144.9987734197085
Springfield Road,Blackburn North,C,Apr-22,"Springfield Road, Blackburn North, Australia",145.1554222,-37.8107676,route,geometric_center,"springfield rd, blackburn north vic 3130, australia",-37.80910809999997,-37.81237000000004,145.169884,145.1405714
Springfield Road,Mitcham,C,Apr-22,"Springfield Road, Mitcham, Australia",145.1873916,-37.8095397,route,geometric_center,"springfield rd, mitcham vic 3132, australia",-37.80641469999998,-37.81323240000003,145.1908827,145.1326991
Springs Road,Clarinda,AC,Sep-21,"Springs Road, Clarinda, Australia",145.1086614,-37.933799,route,geometric_center,"springs rd, clarinda vic 3169, australia",-37.92742889999997,-37.94180120000002,145.1099092,145.1071095
Springvale Road,Forest Hill,ABCD,Apr-22,"Springvale Road, Forest Hill, Australia",145.1715643,-37.8412311,route,geometric_center,"springvale rd, forest hill vic 3131, australia",-37.82786129999997,-37.85526460000003,145.1740689,145.1692801
Springvale Road,Keysborough,AC,Nov-21,"Springvale Road, Keysborough, Australia",145.1423294,-38.0021484,route,geometric_center,"springvale rd, keysborough vic 3173, australia",-37.97948229999999,-38.02160450000002,145.1468237,145.1371725
Springvale Road,Nunawading,BC,Apr-22,"Springvale Road, Nunawading, Australia",145.1760611,-37.8173948,route,geometric_center,"springvale rd, nunawading vic 3131, australia",-37.80121939999997,-37.83301190000003,145.1782172,145.1731999
St Aidans Road,Kennington,ABCD,Apr-22,"St Aidans Road, Kennington, Australia",144.3048189,-36.7656761,route,geometric_center,"st aidans rd, kennington vic 3550, australia",-36.762482899999974,-36.76679500000003,144.3137268,144.2964414
St Albans Road,St Albans,C,T,"St Albans Road, St Albans, Australia",144.8104882,-37.758264,route,geometric_center,"st albans rd, st albans vic 3021, australia",-37.74423729999998,-37.76848580000003,144.818187,144.7999936
St Arnaud-Wycheproof Road,Wooroonook,C,Oct-21,"St Arnaud-Wycheproof Road, Wooroonook, Australia",143.204341,-36.2439694,route,geometric_center,"st arnaud-wycheproof rd, wooroonook vic 3525, australia",-36.24238699999999,-36.25828730000002,143.2054754302915,143.2027774697085
St Georges Road,Corio,ABCD,Jun-21,"St Georges Road, Corio, Australia",144.3672531,-38.085216,route,geometric_center,"st georges rd, corio vic 3214, australia",-38.0838892197085,-38.0865871802915,144.3775097,144.3572494
St Georges Road,Thornbury,BCD,Apr-22,"St Georges Road, Thornbury, Australia",144.9935836,-37.7586968,route,geometric_center,"st georges rd, thornbury vic 3071, australia",-37.75011239999998,-37.76661910000003,144.995634,144.9915821
St Georges Road,Toorak,BCD,May-22,"St Georges Road, Toorak, Australia",145.0179199,-37.8346564,route,geometric_center,"st georges rd, toorak vic 3142, australia",-37.8303938,-37.8426563,145.0204019,145.0121364
St James Road,Rosanna,BCD,Dec-21,"St James Road, Rosanna, Australia",145.0689109,-37.7475823,route,geometric_center,"st james rd, rosanna vic 3084, australia",-37.7460400697085,-37.7487380302915,145.0789921,145.0587758
St Kilda Road,St Kilda,ABCD,Jan-22,"St Kilda Road, St Kilda, Australia",144.9839038,-37.8597923,route,geometric_center,"st kilda rd, st kilda vic 3182, australia",-37.85173609999998,-37.86795670000002,144.9871947,144.9812083
Station Road,Melton South,C,May-22,"Station Road, Melton South, Australia",144.5759849,-37.6982473,route,geometric_center,"station rd, melton south vic 3338, australia",-37.69032849999997,-37.70291180000002,144.5775911802915,144.5748932197085
Station Street,Epsom,ABCD,Apr-22,"Station Street, Epsom, Australia",144.3226356,-36.6965585,route,geometric_center,"station st, epsom vic 3551, australia",-36.68219129999998,-36.71381440000003,144.3254955,144.3193794
Station Street,Fairfield,AC,Apr-22,"Station Street, Fairfield, Australia",145.0175439,-37.7824691,route,geometric_center,"station st, fairfield vic 3078, australia",-37.76479989999996,-37.78476060000002,145.0205599,145.017155
Station Street,Officer,B,Apr-22,"Station Street, Officer, Australia",145.4096408,-38.06308,route,geometric_center,"station st, officer vic 3809, australia",-38.0600383,-38.0657335,145.4107903302915,145.4080923697085
Station Street,Porepunkah,BCD,Jun-21,"Station Street, Porepunkah, Australia",146.9157292,-36.6971286,route,geometric_center,"station st, porepunkah vic 3740, australia",-36.690703,-36.7034076,146.9246157,146.907033
Station Street,Box Hill,C,Apr-22,"Station Street, Box Hill, Australia",145.1232774,-37.8209317,route,geometric_center,"station st, box hill vic 3128, australia",-37.81314589999997,-37.82973240000003,145.1248715,145.1216357
Station Street,Box Hill North,C,Apr-22,"Station Street, Box Hill North, Australia",145.1260448,-37.8064723,route,geometric_center,"station st, box hill north vic 3129, australia",-37.79766249999998,-37.81375850000002,145.1274081302915,145.1247101697085
Station Street,Box Hill South,C,Apr-22,"Station Street, Box Hill South, Australia",145.1201378,-37.8380215,route,geometric_center,"station st, box hill south vic 3128, australia",-37.82828669999998,-37.84487930000002,145.12236463029149,145.1196666697085
Stawell - Avoca Road,Stawell,ABC,Dec-21,"Stawell - Avoca Road, Stawell, Australia",142.8183728,-37.0272358,route,geometric_center,"stawell-avoca rd, stawell vic 3380, australia",-37.01710109999997,-37.04181200000003,142.8419597,142.7966424
Stawell-Warracknabeal Road,Warracknabeal,B,T,"Stawell-Warracknabeal Road, Warracknabeal, Australia",142.42304,-36.2823156,route,geometric_center,"stawell-warracknabeal rd, warracknabeal vic 3393, australia",-36.25439989999997,-36.30482620000004,142.442519,142.4027187
Stawell-Warracknabeal Road,Glenorchy,C,Jul-21,"Stawell-Warracknabeal Road, Glenorchy, Australia",142.656106,-36.9229754,route,geometric_center,"stawell-warracknabeal rd, glenorchy vic 3385, australia",-36.85890199999997,-36.98757470000002,142.658955,142.6312444
Stawell-Warracknabeal Road,Sheep Hills,C,Jul-21,"Stawell-Warracknabeal Road, Sheep Hills, Australia",142.5150298,-36.3639271,route,geometric_center,"stawell-warracknabeal rd, sheep hills vic 3392, australia",-36.32417579999998,-36.40896130000003,142.544937,142.4714225
Stead Street,Sale,BC,Jan-22,"Stead Street, Sale, Australia",147.0863431,-38.1046423,route,geometric_center,"stead st, sale vic 3850, australia",-38.1033497197085,-38.1060476802915,147.0900455,147.0826481
Stephensons Road,Mount Waverley,C,Apr-22,"Stephensons Road, Mount Waverley, Australia",145.1285479,-37.8783047,route,geometric_center,"stephensons rd, mount waverley vic 3149, australia",-37.8539179,-37.9006484,145.1348243,145.1210303
Sternberg Street,Kennington,CD,Apr-22,"Sternberg Street, Kennington, Australia",144.2923059,-36.7637002,route,geometric_center,"sternberg st, kennington vic 3550, australia",-36.7569283,-36.769413900000004,144.2937672302915,144.2910692697085
Stony Point Road,Crib Point,BC,Jan-22,"Stony Point Road, Crib Point, Australia",145.196596,-38.3582435,route,geometric_center,"stony point rd, crib point vic 3919, australia",-38.33839639999997,-38.37389550000002,145.2222053,145.1874055
Strachans Road,Mornington,BC,Jan-22,"Strachans Road, Mornington, Australia",145.0311685,-38.2333225,route,geometric_center,"strachans rd, mornington vic 3931, australia",-38.2293617,-38.2375215,145.0362464,145.0259127
Stratford-Maffra Road,Maffra,C,Jan-22,"Stratford-Maffra Road, Maffra, Australia",147.0215868,-37.976057,route,geometric_center,"stratford-maffra rd, maffra vic 3860, australia",-37.97141819999998,-37.98035370000002,147.0578958,146.9840133
Strathallan Road,Macleod,B,Apr-22,"Strathallan Road, Macleod, Australia",145.0763914,-37.7240341,route,geometric_center,"strathallan rd, macleod vic 3085, australia",-37.7226004697085,-37.7252984302915,145.0803726,145.0713904
Strathkellar Road,Strathkellar,AC,Apr-22,"Strathkellar Road, Strathkellar, Australia",142.106439,-37.720636,route,geometric_center,"tarrington-strathkellar rd, strathkellar vic 3301, australia",-37.69916499999999,-37.74022170000003,142.1126016,142.1024889
Strickland Road,East Bendigo,ABCD,Apr-22,"Strickland Road, East Bendigo, Australia",144.3113802,-36.7472853,route,geometric_center,"strickland rd, east bendigo vic 3550, australia",-36.74668549999997,-36.75440250000003,144.325046,144.2944606
Strzelecki Highway,Berrys Creek,A,T,"Strzelecki Highway, Berrys Creek, Australia",146.0671622,-38.4068134,route,geometric_center,"strzelecki hwy, berrys creek vic 3953, australia",-38.39781489999997,-38.44254580000001,146.1069632,146.0323714
Strzelecki Highway,Mirboo North,A,T,"Strzelecki Highway, Mirboo North, Australia",146.1326396,-38.3878206,route,geometric_center,"strzelecki hwy, mirboo north vic 3871, australia",-38.33600789999998,-38.40682750000002,146.2202075,146.0578255
Strzelecki Highway,Driffield,ABC,T,"Strzelecki Highway, Driffield, Australia",146.3221587,-38.2757559,route,geometric_center,"strzelecki hwy, driffield vic 3840, australia",-38.23678649999998,-38.30734800000003,146.3617896,146.2733856
Strzelecki Highway,Ten Mile Creek,ABC,T,"Strzelecki Highway, Ten Mile Creek, Australia",146.178437,-38.3636476,route,geometric_center,"strzelecki hwy, victoria, australia",-38.2122278,-38.4813081,146.382423,145.9358581
Strzelecki Highway,Delburn,B,T,"Strzelecki Highway, Delburn, Australia",146.2291214,-38.3325702,route,geometric_center,"strzelecki hwy, delburn vic 3871, australia",-38.30429229999998,-38.36274490000002,146.2788506,146.1799093
Stubbs Street,Kensington,BCD,May-22,"Stubbs Street, Kensington, Australia",144.9354869,-37.7917813,route,geometric_center,"stubbs st, kensington vic 3031, australia",-37.7881012,-37.7951668,144.9367236802915,144.9340257197085
Stud Road,Rowville,ABC,Apr-22,"Stud Road, Rowville, Australia",145.2333513,-37.9259671,route,geometric_center,"stud rd, rowville vic 3178, australia",-37.89922069999997,-37.95228680000002,145.2374157,145.2269438
Studley Road,Eaglemont,BCD,Jan-22,"Studley Road, Eaglemont, Australia",145.0561504,-37.7605699,route,geometric_center,"studley rd, eaglemont vic 3084, australia",-37.75770429999998,-37.76323260000002,145.0598173,145.0506481
Sturt Highway,Karawinna,ABC,Jul-21,"Sturt Highway, Karawinna, Australia",141.6969418,-34.2765909,intersection,geometric_center,"sturt hwy & karawinna n rd, werrimull vic 3496, australia",-34.27524191970849,-34.27793988029149,141.6982907802915,141.6955928197085
Sturt Highway,Yarrara,ABC,Jul-21,"Sturt Highway, Yarrara, Australia",143.289887,-34.6071795,route,geometric_center,"sturt hwy, australia",-34.1064138,-35.2409266,147.8026919,138.7191423
