LOCATION,SUBURB,Reason Code,Audit Date,ADDRESS,lon,lat,type,loctype,address,north,south,east,west
Howard Street,Epsom,ACD,Apr-22,"Howard Street, Epsom, Australia",144.3092985,-36.7043231,route,geometric_center,"howard st, epsom vic 3551, australia",-36.70273789999997,-36.70677150000002,144.3290355,144.2923453
Howard Street,Jackass Flat,CD,Apr-22,"Howard Street, Jackass Flat, Australia",144.2866884,-36.7044075,route,geometric_center,"howard st, jackass flat vic 3556, australia",-36.70273789999997,-36.70965250000003,144.2979619,144.273781
Howe Parade,Garden City,B,May-22,"Howe Parade, Garden City, Australia",133.775136,-25.274398,country,approximate,australia,-0.6911343999999999,-51.66332320000001,166.7429167,100.0911072
Howitt Street,Warragul,ACD,Apr-22,"Howitt Street, Warragul, Australia",145.932099,-38.1689182,route,geometric_center,"howitt st, warragul vic 3820, australia",-38.1653249,-38.1726412,145.9335528302915,145.9308548697085
Hughes Parade,Reservoir,ABC,Apr-22,"Hughes Parade, Reservoir, Australia",145.000587,-37.6998335,route,geometric_center,"hughes parade, reservoir vic 3073, australia",-37.6919955,-37.7015717,145.0114476,144.9900989
Hughes Street,Ouyen,C,Jul-21,"Hughes Street, Ouyen, Australia",142.323533,-35.0712733,route,geometric_center,"hughes st, ouyen vic 3490, australia",-35.0698311197085,-35.0725290802915,142.3277486,142.318772
Hull Road,Croydon,AC,Apr-22,"Hull Road, Croydon, Australia",145.3004462,-37.7942697,route,geometric_center,"hull rd, croydon vic 3136, australia",-37.78971779999998,-37.79715070000002,145.3092642,145.2902941
Hume Drive,Sydenham,ABC,T,"Hume Drive, Sydenham, Australia",144.7683343,-37.7097561,route,geometric_center,"hume dr, sydenham vic 3037, australia",-37.7086755697085,-37.7113735302915,144.7816432,144.7548791
Hume Drive,Taylors Hill,BC,May-22,"Hume Drive, Taylors Hill, Australia",144.7538864,-37.7107895,route,geometric_center,"hume dr, taylors hill vic 3037, australia",-37.70857926970851,-37.71127723029151,144.7686527,144.7378878
Hume Freeway,Boralma,ABC,May-21,"Hume Freeway, Boralma, Australia",146.4229298,-36.2528398,route,geometric_center,"hume fwy, boralma vic 3682, australia",-36.23061349999998,-36.27761310000002,146.4411106,146.4014099
Hume Freeway,Bowser,ABC,May-21,"Hume Freeway, Bowser, Australia",146.3759628,-36.3100566,route,geometric_center,"hume fwy, bowser vic 3678, australia",-36.30145509999998,-36.32272430000003,146.3806988,146.372318
Hume Freeway,Seymour,ABC,Oct-21,"Hume Freeway, Seymour, Australia",145.1017134,-37.0321938,route,geometric_center,"hume fwy, seymour vic 3660, australia",-36.97048829999997,-37.09100880000003,145.1763172,145.0990653
Hume Freeway,Tallarook,ABC,Oct-21,"Hume Freeway, Tallarook, Australia",145.0882506,-37.130417,route,geometric_center,"hume fwy, tallarook vic 3659, australia",-37.05436209999997,-37.20652900000002,145.1037964,145.0690016
Hume Freeway,Wangaratta,AC,May-21,"Hume Freeway, Wangaratta, Australia",146.3261198,-36.3989719,route,geometric_center,"hume fwy, wangaratta vic 3677, australia",-36.37397439999997,-36.40685600000003,146.3713583,146.2780737
Hume Freeway,Violet Town,AC,Sep-21,"Hume Freeway, Violet Town, Australia",145.7218139,-36.6459652,route,geometric_center,"hume fwy, violet town vic 3669, australia",-36.60395399999997,-36.71317910000003,145.8183336,145.6381726
Hume Freeway,Locksley,AC,Oct-21,"Hume Freeway, Locksley, Australia",145.3222597,-36.8560025,route,geometric_center,"hume fwy, locksley vic 3665, australia",-36.83377629999998,-36.88515110000003,145.3829998,145.2658325
Hume Freeway,Wodonga,AC,Oct-21,"Hume Freeway, Wodonga, Australia",146.9131737,-36.0988729,route,geometric_center,"hume hwy, wodonga vic 3690, australia",-36.09167069999998,-36.10756040000003,146.9237804,146.9032934
Hume Freeway,Chiltern,BC,Oct-21,"Hume Freeway, Chiltern, Australia",146.6297932,-36.1517955,route,geometric_center,"hume fwy, chiltern vic 3683, australia",-36.09359819999997,-36.16784140000002,146.700121,146.5121419
Hume Freeway,Avenel,C,Oct-21,"Hume Freeway, Avenel, Australia",145.2253559,-36.9166986,route,geometric_center,"hume fwy, avenel vic 3664, australia",-36.86098249999998,-36.98319240000003,145.3069249,145.1608897
Hume Freeway,Euroa,C,Oct-21,"Hume Freeway, Euroa, Australia",145.5868883,-36.753303,route,geometric_center,"hume fwy, euroa vic 3666, australia",-36.68725869999998,-36.81274180000003,145.665403,145.4525036
Humffray Street North,Ballarat,C,Nov-21,"Humffray Street North, Ballarat, Australia",143.885586,-37.5540301,route,geometric_center,"humffray st n, ballarat vic 3350, australia",-37.5472557,-37.5636495,143.905224,143.8644705
Humphries Road,Frankston,C,Jan-22,"Humphries Road, Frankston, Australia",145.1117,-38.1755281,route,geometric_center,"humphries rd, frankston vic 3199, australia",-38.16596789999998,-38.19991670000002,145.1285806,145.1015933
Huntingdale Road,Mount Waverley,C,Apr-22,"Huntingdale Road, Mount Waverley, Australia",145.1093203,-37.8807815,route,geometric_center,"huntingdale rd, mount waverley vic 3149, australia",-37.85552059999998,-37.89901950000002,145.1140198,145.1057384
Huon Creek Road,Wodonga,C,Oct-21,"Huon Creek Road, Wodonga, Australia",146.8645668,-36.1555397,route,geometric_center,"huon creek rd, wodonga vic 3690, australia",-36.14201609999997,-36.15586390000003,146.8844019,146.8437033
Hurd Street,Portland,C,Oct-21,"Hurd Street, Portland, Australia",141.6012913,-38.339886,route,geometric_center,"hurd st, portland vic 3305, australia",-38.3272058,-38.3537204,141.6074549,141.5968667
Hutchison Street,Sale,C,Jan-22,"Hutchison Street, Sale, Australia",147.0850627,-38.1122321,route,geometric_center,"hutchison st, sale vic 3850, australia",-38.1110294197085,-38.1137273802915,147.0886365,147.0811511
Hutton Road,Keysborough,C,Nov-21,"Hutton Road, Keysborough, Australia",145.1559795,-38.0126014,route,geometric_center,"hutton rd, keysborough vic 3173, australia",-38.00801209999999,-38.0164023,145.1720793,145.1403426
Hyde Street,Seddon,BCD,Mar-22,"Hyde Street, Seddon, Australia",144.8996299,-37.8081213,route,geometric_center,"hyde st, seddon vic 3011, australia",-37.80602539999997,-37.81122820000002,144.9008111802915,144.8981132197085
Hyland Highway,Traralgon,ABC,T,"Hyland Highway, Traralgon, Australia",146.5445549,-38.2231474,route,geometric_center,"hyland hwy, traralgon vic 3844, australia",-38.19951699999999,-38.25120980000003,146.5650341,146.5329152
Hyland Highway,Flynns Creek Upper,ABC,Jan-22,"Hyland Highway, Flynns Creek Upper, Australia",146.6520924,-38.2481756,route,geometric_center,"hyland hwy, flynns creek vic 3844, australia",-38.24244899999997,-38.26403070000002,146.684659,146.6078435
Hyland Highway,Yarram,C,Jan-22,"Hyland Highway, Yarram, Australia",146.7045032,-38.5315658,route,geometric_center,"hyland hwy, yarram vic 3971, australia",-38.51641309999998,-38.54658210000002,146.7077266,146.7007754
Ingles Street,South Melbourne,BCD,May-22,"Ingles Street, South Melbourne, Australia",144.9412281,-37.8290173,route,geometric_center,"ingles st, port melbourne vic 3207, australia",-37.8221964,-37.8365661,144.9494826,144.9329663
Inglis Road,Berwick,BC,Mar-22,"Inglis Road, Berwick, Australia",145.3660765,-38.0261418,route,geometric_center,"inglis rd, berwick vic 3806, australia",-38.02440499999997,-38.02891790000002,145.3776768,145.3526521
Inglis Street,Golden Square,CD,Apr-22,"Inglis Street, Golden Square, Australia",144.2614649,-36.7711563,locality,approximate,"golden square vic 3555, australia",-36.757043,-36.792946,144.275211,144.227612
Ingrams Road,Research,BCD,T,"Ingrams Road, Research, Australia",145.1812471,-37.6955518,route,geometric_center,"ingrams rd, research vic 3095, australia",-37.6890416,-37.7040304,145.1845012,145.1775999
Inkerman Street,Maryborough,ABCD,Apr-22,"Inkerman Street, Maryborough, Australia",143.7349104,-37.0479102,route,geometric_center,"inkerman st, maryborough vic 3465, australia",-37.0413598,-37.0544945,143.741661,143.7284418
Inverloch-Venus Bay Road,Pound Creek,BC,T,"Inverloch-Venus Bay Road, Pound Creek, Australia",145.8259163,-38.629226,route,geometric_center,"inverloch-venus bay rd, pound creek vic 3996, australia",-38.62690659999998,-38.66045470000002,145.8576728,145.793496
Inverloch-Venus Bay Road,Inverloch,B,T,"Inverloch-Venus Bay Road, Inverloch, Australia",145.793496,-38.6339646,route,geometric_center,"inverloch-venus bay rd, inverloch vic 3996, australia",-38.62499809999997,-38.63402250000003,145.838132,145.7330157
Ironbark Road,Yarrambat,ACD,Apr-22,"Ironbark Road, Yarrambat, Australia",145.1464287,-37.6508991,route,geometric_center,"ironbark rd, yarrambat vic 3091, australia",-37.63944119999997,-37.65854400000002,145.1478226,145.1323012
Jacaranda Street,Red Cliffs,BC,Jul-21,"Jacaranda Street, Red Cliffs, Australia",142.186473,-34.3098391,route,geometric_center,"jacaranda st, red cliffs vic 3496, australia",-34.3025877,-34.317116,142.1879341802915,142.18523621970849
Jacksons Road,Noble Park North,BC,Nov-21,"Jacksons Road, Noble Park North, Australia",145.1916219,-37.9461353,route,geometric_center,"jacksons rd, noble park north vic 3174, australia",-37.93614399999998,-37.95644610000003,145.1931423802915,145.1904444197085
James Mirams Drive,Roxburgh Park,AC,Apr-22,"James Mirams Drive, Roxburgh Park, Australia",144.919954,-37.6202821,route,geometric_center,"james mirams dr, roxburgh park vic 3064, australia",-37.61644199999997,-37.62080210000003,144.9278164,144.9132008
Jasper Road,Bentleigh,ABC,May-22,"Jasper Road, Bentleigh, Australia",145.0410194,-37.922321,route,geometric_center,"jasper rd, bentleigh vic 3204, australia",-37.91188229999997,-37.93363420000003,145.0428282,145.0389387
Jasper Road,Mckinnon,BC,May-22,"Jasper Road, Mckinnon, Australia",145.0428282,-37.9118823,route,geometric_center,"jasper rd, mckinnon vic 3204, australia",-37.90636939999997,-37.91329060000002,145.0445294802915,145.0418315197085
Jeeralang North Road,Hazelwood North,ABC,T,"Jeeralang North Road, Hazelwood North, Australia",146.4858477,-38.2857168,route,geometric_center,"jeeralang n rd, hazelwood north vic 3840, australia",-38.25730649999997,-38.31500710000003,146.4949289,146.4797414
Jetty Road,Rosebud,C,Jan-22,"Jetty Road, Rosebud, Australia",144.9085366,-38.3734251,route,geometric_center,"jetty rd, rosebud vic 3939, australia",-38.35361259999998,-38.39124260000002,144.9201487,144.9083114
JOBS GULLY Road,Jackass Flat,CD,Apr-22,"JOBS GULLY Road, Jackass Flat, Australia",144.2775276,-36.7127973,route,geometric_center,"jobs gully rd, jackass flat vic 3556, australia",-36.70740519999997,-36.71789170000002,144.279801,144.2736269
Jukes Road,Fawkner,ABC,Apr-22,"Jukes Road, Fawkner, Australia",144.969023,-37.7020672,route,geometric_center,"jukes rd, fawkner vic 3060, australia",-37.6997378,-37.7041721,144.9783939,144.9597961
Kangaroo Ground-St Andrews Road,Smiths Gully,A,Apr-22,"Kangaroo Ground-St Andrews Road, Smiths Gully, Australia",145.2606025,-37.6213097,route,geometric_center,"kangaroo ground-st andrews rd, smiths gully vic 3760, australia",-37.61236999999997,-37.62538920000003,145.264752,145.2543583
Kangaroo Ground-St Andrews Road,Kangaroo Ground,AC,Apr-22,"Kangaroo Ground-St Andrews Road, Kangaroo Ground, Australia",145.2224231,-37.6720092,route,geometric_center,"kangaroo ground-st andrews rd, kangaroo ground vic 3097, australia",-37.65669529999997,-37.68796130000003,145.2287226,145.2162837
Kangaroo Ground-St Andrews Road,Panton Hill,AC,Apr-22,"Kangaroo Ground-St Andrews Road, Panton Hill, Australia",145.2429724,-37.6383309,route,geometric_center,"kangaroo ground-st andrews rd, panton hill vic 3759, australia",-37.61414639999997,-37.66750240000002,145.264752,145.2237666
Kangaroo Ground-Warrandyte Road,Kangaroo Ground,BC,Apr-22,"Kangaroo Ground-Warrandyte Road, Kangaroo Ground, Australia",145.2217217,-37.7103756,route,geometric_center,"kangaroo ground-warrandyte rd, kangaroo ground vic 3097, australia",-37.69526179999998,-37.72575530000003,145.2298482,145.2150517
Kangaroo Road,Murrumbeena,B,May-22,"Kangaroo Road, Murrumbeena, Australia",145.0737175,-37.8981776,route,geometric_center,"kangaroo rd, murrumbeena vic 3163, australia",-37.8966499197085,-37.8993478802915,145.0772214,145.0651099
Karadoc Avenue,Irymple,BC,Jul-21,"Karadoc Avenue, Irymple, Australia",142.1693323,-34.228537,route,geometric_center,"karadoc ave, irymple vic 3498, australia",-34.20552329999997,-34.25117220000003,142.1972055,142.1418993
Karingal Drive,Frankston,ABC,Jan-22,"Karingal Drive, Frankston, Australia",145.1609866,-38.1439352,route,geometric_center,"karingal dr, frankston vic 3199, australia",-38.1352629,-38.1552941,145.1679391,145.1513801
Karook Street,Cobram,AC,Oct-21,"Karook Street, Cobram, Australia",145.6463772,-35.9116061,route,geometric_center,"karook st, cobram vic 3644, australia",-35.908894,-35.9140117,145.660636,145.6314954
Kars Street,Frankston,C,Jan-22,"Kars Street, Frankston, Australia",145.1166936,-38.1576312,route,geometric_center,"kars st, frankston vic 3199, australia",-38.14862439999997,-38.16654520000004,145.1206912,145.1130779
Katamatite Road,Congupna,C,Apr-22,"Katamatite Road, Congupna, Australia",145.4327439,-36.3020741,locality,approximate,"congupna vic 3633, australia",-36.2511429,-36.3243383,145.5314529,145.4157669
Katamatite-Shepparton Road,Tallygaroopna,C,Apr-22,"Katamatite-Shepparton Road, Tallygaroopna, Australia",145.589623,-36.1494905,route,geometric_center,"katamatite-shepparton rd, victoria, australia",-36.0978614,-36.205548,145.6578603,145.5247285
Keera Street,Geelong,BCD,Jan-22,"Keera Street, Geelong, Australia",144.3516107,-38.1346742,route,geometric_center,"keera st, geelong vic 3220, australia",-38.13336389999997,-38.13659840000002,144.3530426302915,144.3503446697085
Keilor Park Drive,Keilor Park,C,T,"Keilor Park Drive, Keilor Park, Australia",144.8541908,-37.7184856,route,geometric_center,"keilor park dr, keilor park vic 3042, australia",-37.70913779999997,-37.72861220000003,144.8600821,144.8494283
Kelvinside Road,Noble Park,BC,Nov-21,"Kelvinside Road, Noble Park, Australia",145.1745349,-37.9601677,route,geometric_center,"kelvinside rd, noble park vic 3174, australia",-37.9536214,-37.965928,145.1789802,145.1693191
Kenmare Street,Watsonia,C,Apr-22,"Kenmare Street, Watsonia, Australia",145.0781206,-37.7092805,route,geometric_center,"kenmare st, watsonia vic 3087, australia",-37.7048644,-37.7139957,145.0792874302915,145.0765894697085
Kennedy Street,Castlemaine,C,Apr-22,"Kennedy Street, Castlemaine, Australia",144.2150633,-37.0606336,route,geometric_center,"kennedy st, castlemaine vic 3450, australia",-37.0557597,-37.0665154,144.2163281,144.2129177
Kensington Road,Kensington,ABC,May-22,"Kensington Road, Kensington, Australia",151.2210715,-33.9094075,route,geometric_center,"kensington rd, kensington nsw 2033, australia",-33.9050568,-33.9135942,151.2221687302915,151.2194707697085
Kensington Road,Leopold,BC,Jan-22,"Kensington Road, Leopold, Australia",144.4656085,-38.1826087,route,geometric_center,"kensington rd, leopold vic 3224, australia",-38.1747931,-38.1894676,144.4684188,144.4636292
Kent Street,Ascot Vale,BC,Apr-22,"Kent Street, Ascot Vale, Australia",144.9271922,-37.7804007,route,geometric_center,"kent st, ascot vale vic 3032, australia",-37.7790983197085,-37.78179628029149,144.9322782,144.9226452
Keon Parade,Keon Park,BCD,May-22,"Keon Parade, Keon Park, Australia",145.0118267,-37.6946206,establishment,geometric_center,"keon park, thomastown vic 3074, australia",-37.6933763697085,-37.69607433029149,145.0130469802915,145.0103490197085
Kerang-Koondrook Road,Teal Point,C,Oct-21,"Kerang-Koondrook Road, Teal Point, Australia",144.0523132,-35.6909229,route,geometric_center,"kerang-koondrook rd, teal point vic 3579, australia",-35.66377929999997,-35.71625400000002,144.0991897,143.99771
Kerang-Murrabit Road,Kerang,BC,Oct-21,"Kerang-Murrabit Road, Kerang, Australia",143.9496839,-35.7039709,route,geometric_center,"kerang-murrabit rd, kerang vic 3579, australia",-35.66450859999997,-35.72553390000002,143.959332,143.9202652
Kerang-Murrabit Road,Westby,BC,Oct-21,"Kerang-Murrabit Road, Westby, Australia",143.9508025,-35.6389218,route,geometric_center,"kerang-murrabit rd, westby vic 3579, australia",-35.61379209999997,-35.66450860000002,143.9591642,143.9419704
Kerferd Road,Albert Park,ABC,May-22,"Kerferd Road, Albert Park, Australia",144.9554325,-37.845713,route,geometric_center,"kerferd rd, albert park vic 3206, australia",-37.84135759999999,-37.8495238,144.9598069,144.9501708
Keys Road,Moorabbin East,C,May-22,"Keys Road, Moorabbin East, Australia",145.065926,-37.9484783,route,geometric_center,"keys rd, moorabbin vic 3189, australia",-37.9473932197085,-37.9500911802915,145.0775461,145.059021
Kialla Lakes Drive,Kialla,ABCD,Apr-22,"Kialla Lakes Drive, Kialla, Australia",145.4004785,-36.4156331,route,geometric_center,"kialla lakes dr, kialla vic 3631, australia",-36.4126246,-36.4191156,145.4084034,145.3917982
Kiewa Valley Highway,Baranduda,A,Oct-21,"Kiewa Valley Highway, Baranduda, Australia",146.9571549,-36.1841603,route,geometric_center,"kiewa valley highway, baranduda vic 3691, australia",-36.14767999999999,-36.22154290000002,146.985812,146.928047
Kiewa Valley Highway,Kiewa,ABC,Oct-21,"Kiewa Valley Highway, Kiewa, Australia",147.0140698,-36.2685441,route,geometric_center,"kiewa valley highway, kiewa vic 3691, australia",-36.23095519999998,-36.31039100000002,147.0373721,146.9888016
Kiewa Valley Highway,Running Creek,AC,May-21,"Kiewa Valley Highway, Running Creek, Australia",147.0601257,-36.5481073,route,geometric_center,"kiewa valley highway, running creek vic 3691, australia",-36.51739289999998,-36.57342830000002,147.0797016,147.0505104
Kiewa Valley Highway,Bandiana,AC,Oct-21,"Kiewa Valley Highway, Bandiana, Australia",146.9373262,-36.1573447,route,geometric_center,"kiewa valley highway, bandiana vic 3691, australia",-36.14752109999998,-36.16317730000004,146.943625,146.9279538
Kiewa Valley Highway,Dederang,BC,May-21,"Kiewa Valley Highway, Dederang, Australia",147.0247733,-36.4785739,route,geometric_center,"kiewa valley highway, dederang vic 3691, australia",-36.42403959999998,-36.52815310000002,147.0561721,146.9973836
Kilmore Road,New Gisborne,AC,Nov-21,"Kilmore Road, New Gisborne, Australia",144.6302938,-37.4753033,route,geometric_center,"kilmore rd, new gisborne vic 3438, australia",-37.46810469999997,-37.48253250000003,144.652508,144.603594
Kilmore-Epping Road,Wallan,ABC,May-21,"Kilmore-Epping Road, Wallan, Australia",145.0206429,-37.4073155,route,geometric_center,"epping-kilmore rd, wallan vic 3756, australia",-37.37006679999998,-37.44449070000002,145.0274926,145.0170279
Kilmore-Lancefield Road,Kilmore,C,Sep-21,"Kilmore-Lancefield Road, Kilmore, Australia",144.9049506,-37.2908609,route,geometric_center,"kilmore-lancefield rd, kilmore vic 3764, australia",-37.28901549999997,-37.29833430000003,144.9492089,144.8727034
King Parrot Creek Road,Strath Creek,C,Oct-21,"King Parrot Creek Road, Strath Creek, Australia",145.2329265,-37.2117073,route,geometric_center,"king parrot creek rd, strath creek vic 3658, australia",-37.19835909999998,-37.23781780000002,145.2478565,145.2180539
King Street,Hamilton,C,Apr-22,"King Street, Hamilton, Australia",142.0213843,-37.7315196,route,geometric_center,"king st, hamilton vic 3300, australia",-37.7275169,-37.7345215,142.0374321,142.0056547
King Street,Doncaster,C,Apr-22,"King Street, Doncaster, Australia",145.1379021,-37.7715436,route,geometric_center,"king st, doncaster vic 3108, australia",-37.76991079999998,-37.77350090000002,145.1457959,145.1294266
Kinglake Drive,Wyndham Vale,ABCD,Sep-21,"Kinglake Drive, Wyndham Vale, Australia",144.5973858,-37.8697368,route,geometric_center,"kinglake dr, wyndham vale vic 3024, australia",-37.86447109999998,-37.87442180000003,144.6029607,144.5959821
Kings Road,Delahey,ABCD,Nov-21,"Kings Road, Delahey, Australia",144.7813547,-37.7180558,route,geometric_center,"kings rd, delahey vic 3037, australia",-37.70930069999998,-37.72820850000003,144.7821668,144.777573
Kings Road,Kings Park,ABCD,Nov-21,"Kings Road, Kings Park, Australia",144.7811453,-37.7335773,route,geometric_center,"kings rd, kings park vic 3021, australia",-37.72548119999997,-37.74196610000002,144.7821668,144.7793379
Kings Road,Taylors Lakes,ABCD,Nov-21,"Kings Road, Taylors Lakes, Australia",144.7808594,-37.6987577,route,geometric_center,"kings rd, taylors lakes vic 3038, australia",-37.68327789999998,-37.71283290000002,144.7902479,144.7775528
Kings Road,St Albans,AC,Nov-21,"Kings Road, St Albans, Australia",144.7807723,-37.7345642,route,geometric_center,"kings rd, st albans vic 3021, australia",-37.72742159999997,-37.74196610000002,144.7821668,144.7793379
Kingsclere Avenue,Keysborough,C,Nov-21,"Kingsclere Avenue, Keysborough, Australia",145.1697191,-37.9873523,route,geometric_center,"kingsclere ave, keysborough vic 3173, australia",-37.9790694,-37.9956314,145.1762197,145.165179
Kingston Road,Heatherton,AC,May-22,"Kingston Road, Heatherton, Australia",145.0940088,-37.9552058,route,geometric_center,"kingston rd, heatherton vic 3202, australia",-37.95317449999996,-37.95755790000002,145.1125108,145.0766861
Kobyboyn Road,Seymour,ABC,Oct-21,"Kobyboyn Road, Seymour, Australia",145.1926539,-37.0402874,route,geometric_center,"kobyboyn rd, seymour vic 3660, australia",-37.03738269999997,-37.04535570000002,145.2233712,145.1587358
Koo Wee Rup-Longwarry Road,Bayles,B,Apr-22,"Koo Wee Rup-Longwarry Road, Bayles, Australia",145.5866789,-38.1807771,route,geometric_center,"koo wee rup-longwarry rd, bayles vic 3981, australia",-38.17584009999997,-38.18654960000002,145.6289807,145.537819
Koonoomoo Road,Cobram,C,Oct-21,"Koonoomoo Road, Cobram, Australia",145.6080239,-35.9030717,route,geometric_center,"cobram-koonoomoo rd, victoria 3644, australia",-35.8869504,-35.9230316,145.6412079,145.5739362
Kooyong Road,Caulfield North,C,May-22,"Kooyong Road, Caulfield North, Australia",145.0178249,-37.8715106,route,geometric_center,"kooyong rd, caulfield north vic 3161, australia",-37.86170779999998,-37.87267860000004,145.0199661302915,145.0172681697085
Kooyong Road,Caulfield South,C,May-22,"Kooyong Road, Caulfield South, Australia",145.0137031,-37.8927364,route,geometric_center,"kooyong rd, caulfield south vic 3162, australia",-37.88577809999997,-37.90057440000002,145.0149991,145.0122082
Kororoit Creek Road,Altona,C,Sep-21,"Kororoit Creek Road, Altona, Australia",144.82496,-37.8490606,route,geometric_center,"kororoit creek rd, altona vic 3018, australia",-37.84406789999998,-37.85543960000003,144.8663039,144.7818158
Kororoit Creek Road,Williamstown North,C,Sep-21,"Kororoit Creek Road, Williamstown North, Australia",144.8719866,-37.8560295,route,geometric_center,"kororoit creek rd, williamstown north vic 3016, australia",-37.85235199999997,-37.85789910000002,144.8891365,144.8527248
Korumburra-Warragul Road,Warragul South,BC,Apr-22,"Korumburra-Warragul Road, Warragul South, Australia",145.9190599,-38.2115654,route,geometric_center,"korumburra-warragul rd, warragul south vic 3821, australia",-38.17344699999997,-38.25424890000003,145.9311825,145.9092339
Kulkyne Way,Karadoc,ABC,Jul-21,"Kulkyne Way, Karadoc, Australia",142.3220808,-34.4380052,route,geometric_center,"kulkyne way, victoria, australia",-34.3238867,-34.5757918,142.4145816,142.1806128
Kulkyne Way,Iraak,AC,Jul-21,"Kulkyne Way, Iraak, Australia",142.3086659,-34.4253014,route,geometric_center,"kulkyne way, iraak vic 3494, australia",-34.38079229999997,-34.46426160000002,142.3531975,142.2689498
Kumala Road,Bayswater,BC,Sep-21,"Kumala Road, Bayswater, Australia",145.2561753,-37.8467912,route,geometric_center,"kumala rd, bayswater vic 3153, australia",-37.8424928,-37.8512115,145.2573113802915,145.2546134197085
Kurrak Road,Yarrambat,BC,Apr-22,"Kurrak Road, Yarrambat, Australia",145.1111398,-37.6508277,route,geometric_center,"kurrak rd, yarrambat vic 3091, australia",-37.64937809999997,-37.65231180000002,145.1210141,145.1011785
Kyneton-Trentham Road,Trentham,BC,T,"Kyneton-Trentham Road, Trentham, Australia",144.3589482,-37.3661175,route,geometric_center,"kyneton-trentham rd, trentham vic 3458, australia",-37.34198549999998,-37.38809590000002,144.3812277,144.3309158
Lady Nelson Way,Keilor Downs,C,T,"Lady Nelson Way, Keilor Downs, Australia",144.7927464,-37.7122525,route,geometric_center,"lady nelson way, keilor downs vic 3038, australia",-37.71075556970851,-37.71345353029151,144.8038823,144.782852
Lake Tyers Beach Road,Lake Tyers,C,T,"Lake Tyers Beach Road, Lake Tyers, Australia",148.0631733,-37.8608818,route,geometric_center,"lake tyers beach rd, lake tyers beach vic 3909, australia",-37.84753729999997,-37.86225880000003,148.0845553,148.0407848
Lakeside Drive,Albert Park,BC,Jun-21,"Lakeside Drive, Albert Park, Australia",144.9717948,-37.8469934,route,geometric_center,"lakeside dr, albert park vic 3206, australia",-37.83735579999998,-37.85412770000003,144.9792779,144.9675339
Lancaster Road,Kyabram,BC,Mar-22,"Lancaster Road, Kyabram, Australia",145.0981495,-36.3134693,route,geometric_center,"lancaster rd, kyabram vic 3620, australia",-36.3122048197085,-36.3149027802915,145.1320618,145.0678011
Langs Road,Ascot Vale,C,Apr-22,"Langs Road, Ascot Vale, Australia",144.9089635,-37.7820968,route,geometric_center,"langs rd, ascot vale vic 3032, australia",-37.7792132,-37.7850479,144.9137014,144.9047584
Latrobe Road,Morwell,ABCD,T,"Latrobe Road, Morwell, Australia",146.3975498,-38.2210543,route,geometric_center,"latrobe rd, morwell vic 3840, australia",-38.20391569999998,-38.23556810000002,146.4011301,146.3943856
Latrobe Road,Maryvale,BC,T,"Latrobe Road, Maryvale, Australia",146.4044144,-38.1881641,route,geometric_center,"latrobe rd, maryvale vic 3840, australia",-38.16859079999998,-38.21064250000003,146.4121997,146.3997212
Lawn Road,Springvale,C,Nov-21,"Lawn Road, Springvale, Australia",145.1628852,-37.9615078,route,geometric_center,"lawn rd, springvale vic 3171, australia",-37.95765889999998,-37.96367970000003,145.1643936302915,145.1616956697085
Leakes Road,Plumpton,AC,May-22,"Leakes Road, Plumpton, Australia",144.664441,-37.6660088,route,geometric_center,"leakes rd, plumpton vic 3335, australia",-37.64722979999997,-37.69017490000002,144.6677327,144.6598651
Leakes Road,Truganina,BCD,Jan-22,"Leakes Road, Truganina, Australia",144.7143842,-37.8364749,route,geometric_center,"leakes rd, truganina vic 3029, australia",-37.83069569999998,-37.84169750000002,144.7696775,144.6618483
Leonard Avenue,St Albans,C,T,"Leonard Avenue, St Albans, Australia",144.8128812,-37.7420115,route,geometric_center,"leonard ave, st albans vic 3021, australia",-37.7382406,-37.7457702,144.8143258802915,144.8116279197085
Leppitt Road,Pakenham,B,Apr-22,"Leppitt Road, Pakenham, Australia",145.4472437,-38.024955,route,geometric_center,"leppitt rd, pakenham vic 3810, australia",-38.02075479999998,-38.03204150000003,145.4641355,145.4338881
Leslie Street,St Albans,BC,T,"Leslie Street, St Albans, Australia",144.8103377,-37.73359,route,geometric_center,"leslie st, st albans vic 3021, australia",-37.7291285,-37.7382357,144.8119462,144.8091978
Liberty Avenue,Rowville,C,Apr-22,"Liberty Avenue, Rowville, Australia",145.2413941,-37.9323726,route,geometric_center,"liberty ave, rowville vic 3178, australia",-37.9273516,-37.936473,145.2462926,145.2383505
Linsell Boulevard,Cranbourne East,BC,Mar-22,"Linsell Boulevard, Cranbourne East, Australia",145.3088869,-38.1007598,route,geometric_center,"linsell blvd, cranbourne east vic 3977, australia",-38.09839159999998,-38.10339360000003,145.3255348,145.2926967
Liverpool Road,Kilsyth,AC,Jan-22,"Liverpool Road, Kilsyth, Australia",145.3175668,-37.8237532,route,geometric_center,"liverpool rd, kilsyth vic 3137, australia",-37.80258309999997,-37.84589910000002,145.3187265,145.3145501
Livingstone Street,Ivanhoe,ABCD,Apr-22,"Livingstone Street, Ivanhoe, Australia",145.0377809,-37.767332,route,geometric_center,"livingstone st, ivanhoe vic 3079, australia",-37.7656444,-37.7684434,145.0431362,145.0310794
